Data saved: 26-04-2025 13:24:13
------------------------------------------
[1656633600000,"19942.21000000","20918.35000000","19315.91000000","19465.37000000","42371.42556000",1656655199999,"849489576.27570510",542334,"21359.28971000","428371031.90914860","0"]
[1656655200000,"19465.37000000","19821.28000000","18975.00000000","19191.03000000","26376.60649000",1656676799999,"511629159.35777750",378340,"13161.28413000","255364193.75696480","0"]
[1656676800000,"19191.02000000","19669.22000000","19130.21000000","19487.94000000","27764.54894000",1656698399999,"538097070.19064550",500086,"14095.34008000","273222699.32012300","0"]
[1656698400000,"19487.93000000","19686.71000000","19221.03000000","19279.80000000","15332.01395000",1656719999999,"297800564.14540070",247603,"7801.70391000","151534496.97028980","0"]
[1656720000000,"19279.80000000","19387.44000000","19063.52000000","19238.26000000","14435.32179000",1656741599999,"277441121.54117420",221159,"7229.47992000","138944760.45743420","0"]
[1656741600000,"19238.26000000","19285.01000000","18977.01000000","19195.21000000","11483.25704000",1656763199999,"220093032.97345640",204714,"5962.11264000","114303302.44653710","0"]
[1656763200000,"19195.21000000","19467.39000000","19152.13000000","19299.36000000","11754.21216000",1656784799999,"226710360.28612850",222568,"6226.67435000","120098047.27419190","0"]
[1656784800000,"19299.37000000","19408.01000000","19196.00000000","19252.81000000","8507.51111000",1656806399999,"164171022.07230730",185067,"4275.64088000","82505195.19821230","0"]
[1656806400000,"19252.82000000","19400.00000000","18781.00000000","19043.60000000","16682.81992000",1656827999999,"319292270.89654400",230511,"7948.04032000","152186269.50975730","0"]
[1656828000000,"19043.59000000","19245.58000000","18930.19000000","19089.80000000","9563.26044000",1656849599999,"182415223.40502360",181542,"4863.71962000","92791252.66134190","0"]
[1656849600000,"19089.79000000","19247.38000000","18964.00000000","19221.77000000","9858.77864000",1656871199999,"188083270.66889120",247978,"4969.34974000","94816922.74277170","0"]
[1656871200000,"19221.76000000","19647.63000000","19182.64000000","19315.83000000","14982.60731000",1656892799999,"290465126.42479650",220755,"7580.85324000","146958430.52312820","0"]
[1656892800000,"19315.83000000","19343.43000000","19055.31000000","19137.19000000","9561.80456000",1656914399999,"183333598.84337930",159782,"4700.53303000","90126326.89062620","0"]
[1656914400000,"19137.19000000","19855.70000000","19084.19000000","19806.49000000","19857.30403000",1656935999999,"385645999.49653100",313668,"10283.80519000","199775488.51523830","0"]
[1656936000000,"19806.48000000","20143.02000000","19496.84000000","19899.41000000","27440.19891000",1656957599999,"542663135.25429100",544580,"14016.01679000","277262333.13730440","0"]
[1656957600000,"19899.41000000","20354.01000000","19733.95000000","20236.71000000","17954.73851000",1656979199999,"359344961.92738060",264813,"9543.36940000","191077383.44485170","0"]
