Data saved: 26-04-2025 13:24:13
------------------------------------------
[1680307200000,"28465.36000000","28819.71000000","28408.57000000","28571.08000000","9519.99996000",1680328799999,"272004374.68851950",250749,"4837.16813000","138234890.55865640","0"]
[1680328800000,"28571.08000000","28572.93000000","28351.35000000","28372.85000000","7881.42856000",1680350399999,"224119182.73634420",201846,"3941.30076000","112071620.05461200","0"]
[1680350400000,"28372.84000000","28473.90000000","28220.27000000","28372.37000000","7400.00828000",1680371999999,"209924509.25781980",210004,"3664.90943000","103985007.71007220","0"]
[1680372000000,"28372.36000000","28577.00000000","28333.19000000","28452.73000000","5437.01073000",1680393599999,"154756170.76958540",160182,"2727.99906000","77640049.15940750","0"]
[1680393600000,"28452.74000000","28530.00000000","28355.00000000","28470.01000000","4932.87323000",1680415199999,"140263856.80890050",150353,"2397.23849000","68163399.26032110","0"]
[1680415200000,"28470.01000000","28490.40000000","28306.80000000","28357.93000000","4994.67736000",1680436799999,"141859032.27987830",149608,"2373.45615000","67411210.66752700","0"]
[1680436800000,"28357.93000000","28361.00000000","27927.00000000","28194.39000000","16231.16343000",1680458399999,"457214859.34231280",370280,"7654.96660000","215641075.22261820","0"]
[1680458400000,"28194.40000000","28213.39000000","27856.43000000","28171.87000000","11206.94290000",1680479999999,"314263184.63658890",268223,"5471.35715000","153431582.93589800","0"]
[1680480000000,"28171.87000000","28182.17000000","27560.00000000","27679.57000000","14634.93287000",1680501599999,"406326418.93638360",317690,"7375.86689000","204763669.71276440","0"]
[1680501600000,"27679.58000000","28500.99000000","27644.50000000","28253.73000000","21007.79879000",1680523199999,"592541848.02243930",402471,"11222.85674000","316521004.15999810","0"]
[1680523200000,"28253.73000000","28375.00000000","27875.00000000","27986.48000000","17596.83958000",1680544799999,"494513133.27846300",375927,"8960.63889000","251851478.61541600","0"]
[1680544800000,"27986.48000000","28238.53000000","27200.24000000","27800.00000000","25940.44281000",1680566399999,"720979648.54508090",554974,"12975.45756000","360729611.60345030","0"]
[1680566400000,"27800.00000000","27965.00000000","27662.79000000","27890.01000000","9730.21832000",1680587999999,"270792328.36912580",224227,"4969.17239000","138289388.08564350","0"]
[1680588000000,"27890.01000000","28444.44000000","27860.17000000","28289.52000000","16377.53516000",1680609599999,"461268212.25077830",351228,"8511.34296000","239742581.02481070","0"]
[1680609600000,"28289.51000000","28399.00000000","27947.59000000","28226.99000000","15634.20146000",1680631199999,"440157539.15077660",335864,"7639.65369000","215093864.52715320","0"]
[1680631200000,"28226.98000000","28305.00000000","28070.70000000","28165.47000000","7980.60197000",1680652799999,"224923385.10435540",190688,"3963.78330000","111719568.78153350","0"]
[1680652800000,"28165.47000000","28775.00000000","28099.68000000","28582.84000000","17633.73025000",1680674399999,"503235079.62149560",352034,"9275.63880000","264707605.14481870","0"]
[1680674400000,"28582.84000000","28603.59000000","28450.50000000","28554.38000000","8390.86106000",1680695999999,"239362243.14354400",187527,"3950.87127000","112705632.14062290","0"]
[1680696000000,"28554.37000000","28750.00000000","27805.10000000","28023.74000000","26170.79152000",1680717599999,"737994067.11386740",512912,"12863.81919000","362790998.22426660","0"]
[1680717600000,"28023.75000000","28308.04000000","27935.71000000","28170.01000000","8542.26449000",1680739199999,"240507149.18714970",210257,"4466.55746000","125766854.66076000","0"]
[1680739200000,"28170.01000000","28182.05000000","27878.60000000","28036.75000000","8505.03721000",1680760799999,"238469995.99065170",231564,"3940.42668000","110488532.85005010","0"]
[1680760800000,"28036.75000000","28088.88000000","27711.00000000","27945.52000000","11332.53496000",1680782399999,"316389518.98519950",257505,"5273.02179000","147222431.13396900","0"]
[1680782400000,"27945.51000000","28181.05000000","27750.00000000","28041.40000000","13929.77375000",1680803999999,"389914341.87701260",278596,"6970.94919000","195147843.76095590","0"]
[1680804000000,"28041.41000000","28121.87000000","27900.00000000","28033.82000000","6351.60371000",1680825599999,"177939230.70331880",166883,"3124.24603000","87525453.11182500","0"]
[1680825600000,"28033.83000000","28100.00000000","27863.23000000","27980.00000000","5129.28067000",1680847199999,"143684079.10805450",157876,"2478.63449000","69431209.53006700","0"]
[1680847200000,"27980.00000000","27984.75000000","27766.94000000","27840.90000000","8546.30843000",1680868799999,"238287694.38802190",199625,"3944.62895000","109993951.71662290","0"]
[1680868800000,"27840.89000000","27984.75000000","27800.00000000","27911.51000000","7223.84607000",1680890399999,"201566405.65186530",183338,"3740.85535000","104379251.78207820","0"]
[1680890400000,"27911.50000000","27980.74000000","27839.02000000","27906.33000000","3862.65870000",1680911999999,"107785569.78069960",114795,"1819.01488000","50755065.44151380","0"]
[1680912000000,"27906.34000000","28154.99000000","27859.02000000","28140.92000000","5581.31971000",1680933599999,"156157251.73126550",151228,"3021.61069000","84548219.19534750","0"]
[1680933600000,"28140.91000000","28152.57000000","27990.57000000","28016.09000000","4731.67826000",1680955199999,"132836052.17802230",135480,"2319.73605000","65126592.27477580","0"]
[1680955200000,"28016.09000000","28057.00000000","27897.26000000","27935.11000000","4480.88708000",1680976799999,"125462120.46630860",158183,"2104.20998000","58917732.85836100","0"]
[1680976800000,"27935.11000000","27987.41000000","27872.11000000","27938.38000000","4686.08230000",1680998399999,"130869094.31047900",179268,"2283.68542000","63774135.01555440","0"]
[1680998400000,"27938.38000000","28083.45000000","27924.90000000","27999.25000000","4789.68684000",1681019999999,"134295162.36018390",131270,"2531.28633000","70968901.84908540","0"]
[1681020000000,"27999.25000000","27999.25000000","27800.00000000","27930.20000000","7371.16870000",1681041599999,"205653934.57750830",177498,"3619.76340000","100990233.72860050","0"]
[1681041600000,"27930.20000000","27973.39000000","27800.00000000","27906.68000000","5086.40564000",1681063199999,"141884289.56141520",168715,"2479.81124000","69174519.07707920","0"]
[1681063200000,"27906.67000000","28530.00000000","27906.67000000","28323.76000000","15283.89983000",1681084799999,"432082537.19608830",300106,"8254.84660000","233320670.70216450","0"]
[1681084800000,"28323.76000000","28425.43000000","28196.61000000","28282.16000000","8474.21511000",1681106399999,"239808671.20475450",175057,"4631.79177000","131054848.65716980","0"]
[1681106400000,"28282.17000000","28375.02000000","28233.80000000","28305.60000000","7127.61504000",1681127999999,"201783008.46959420",156326,"3713.61677000","105130332.07317280","0"]
[1681128000000,"28305.59000000","29380.00000000","28170.00000000","29160.00000000","30003.02173000",1681149599999,"862851105.36246950",541003,"16068.87469000","462141518.95596350","0"]
[1681149600000,"29160.00000000","29770.00000000","29057.04000000","29637.34000000","22149.21032000",1681171199999,"650858158.13401230",413309,"11733.34003000","344811987.90530640","0"]
[1681171200000,"29637.35000000","30430.00000000","29590.00000000","29883.84000000","26546.76752000",1681192799999,"796794844.21348210",495965,"14056.68562000","421870108.75837400","0"]
[1681192800000,"29883.84000000","30160.53000000","29878.92000000","30055.15000000","11906.41935000",1681214399999,"357982504.06124720",252525,"5913.27063000","177780292.10915260","0"]
[1681214400000,"30055.14000000","30280.00000000","29975.00000000","30207.57000000","15556.38476000",1681235999999,"468842906.20514160",307434,"7629.61074000","229965228.21712750","0"]
[1681236000000,"30207.57000000","30550.00000000","29940.00000000","30200.42000000","13980.50458000",1681257599999,"422458023.60224670",284534,"7167.36019000","216634993.20880270","0"]
[1681257600000,"30200.43000000","30350.07000000","29811.82000000","29920.00000000","14428.64577000",1681279199999,"433104711.24758970",288535,"7025.93619000","210915067.43095710","0"]
[1681279200000,"29919.99000000","30070.42000000","29850.00000000","30016.30000000","8620.24709000",1681300799999,"258361049.50949710",195718,"4625.49777000","138641238.28822430","0"]
[1681300800000,"30016.31000000","30486.00000000","29637.40000000","30023.92000000","30347.52669000",1681322399999,"913252165.51001320",533839,"15345.04029000","461847935.18547740","0"]
[1681322400000,"30023.93000000","30057.52000000","29760.13000000","29888.07000000","8653.06496000",1681343999999,"258779679.87443030",228464,"4139.91151000","123819489.66790820","0"]
[1681344000000,"29888.07000000","30200.00000000","29854.59000000","30105.08000000","7014.66744000",1681365599999,"210749014.30897590",178565,"3760.07383000","112967283.84983540","0"]
[1681365600000,"30105.08000000","30374.87000000","29982.93000000","30159.82000000","14307.89130000",1681387199999,"431547872.72666700",295499,"7413.67851000","223608607.80001010","0"]
[1681387200000,"30159.81000000","30595.00000000","30134.16000000","30425.85000000","19854.62062000",1681408799999,"602389790.28136060",357552,"10534.00272000","319623758.26376480","0"]
[1681408800000,"30425.85000000","30535.76000000","30205.00000000","30373.84000000","10756.93795000",1681430399999,"326404423.81296370",222528,"5059.89792000","153548985.08897660","0"]
[1681430400000,"30373.84000000","30893.79000000","30310.03000000","30796.28000000","22822.55945000",1681451999999,"700654393.88111960",443313,"11515.74911000","353544458.27652190","0"]
[1681452000000,"30796.27000000","31000.00000000","30657.14000000","30801.89000000","15239.35167000",1681473599999,"469445645.70549270",309348,"7697.78806000","237157935.56163650","0"]
[1681473600000,"30801.89000000","30850.00000000","29966.00000000","30276.62000000","28033.60691000",1681495199999,"852785887.68889080",516116,"13937.84214000","424034753.59286570","0"]
[1681495200000,"30276.62000000","30522.07000000","30200.76000000","30466.93000000","9888.67649000",1681516799999,"300381567.10472700",235403,"5255.21075000","159634136.13414240","0"]
